"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"GS97GWFT","journalArticle","2021","Liu, Chen; Lu, Hengyu; Wang, Hongyun; Loo, Alice; Zhang, Xiamei; Yang, Guizhi; Kowal, Colleen; Delach, Scott; Wang, Ye; Goldoni, Silvia; Hastings, William D.; Wong, Karrie; Gao, Hui; Meyer, Matthew J.; Moody, Susan E.; LaMarche, Matthew J.; Engelman, Jeffrey A.; Williams, Juliet A.; Hammerman, Peter S.; Abrams, Tinya J.; Mohseni, Morvarid; Caponigro, Giordano; Hao, Huai-Xiang","Combinations with Allosteric SHP2 Inhibitor TNO155 to Block Receptor Tyrosine Kinase Signaling","Clinical Cancer Research","","1078-0432, 1557-3265","10.1158/1078-0432.CCR-20-2718","http://clincancerres.aacrjournals.org/content/27/1/342","<h3>Purpose:</h3> <p>SHP2 inhibitors offer an appealing and novel approach to inhibit receptor tyrosine kinase (RTK) signaling, which is the oncogenic driver in many tumors or is frequently feedback activated in response to targeted therapies including RTK inhibitors and MAPK inhibitors. We seek to evaluate the efficacy and synergistic mechanisms of combinations with a novel SHP2 inhibitor, TNO155, to inform their clinical development.</p><h3>Experimental Design:</h3> <p>The combinations of TNO155 with EGFR inhibitors (EGFRi), BRAFi, KRAS<sup>G12C</sup>i, CDK4/6i, and anti–programmed cell death-1 (PD-1) antibody were tested in appropriate cancer models <i>in vitro</i> and <i>in vivo</i>, and their effects on downstream signaling were examined.</p><h3>Results:</h3> <p>In EGFR-mutant lung cancer models, combination benefit of TNO155 and the EGFRi nazartinib was observed, coincident with sustained ERK inhibition. In BRAF<sup>V600E</sup> colorectal cancer models, TNO155 synergized with BRAF plus MEK inhibitors by blocking ERK feedback activation by different RTKs. In KRAS<sup>G12C</sup> cancer cells, TNO155 effectively blocked the feedback activation of wild-type KRAS or other RAS isoforms induced by KRAS<sup>G12C</sup>i and greatly enhanced efficacy. In addition, TNO155 and the CDK4/6 inhibitor ribociclib showed combination benefit in a large panel of lung and colorectal cancer patient–derived xenografts, including those with KRAS mutations. Finally, TNO155 effectively inhibited RAS activation by colony-stimulating factor 1 receptor, which is critical for the maturation of immunosuppressive tumor-associated macrophages, and showed combination activity with anti–PD-1 antibody.</p><h3>Conclusions:</h3> <p>Our findings suggest TNO155 is an effective agent for blocking both tumor-promoting and immune-suppressive RTK signaling in RTK- and MAPK-driven cancers and their tumor microenvironment. Our data provide the rationale for evaluating these combinations clinically.</p>","2021-01-01","2021-09-11 22:13:49","2021-09-11 22:13:49","2021-09-11 22:13:49","342-354","","1","27","","Clin Cancer Res","","","","","","","","en","©2020 American Association for Cancer Research.","","","","clincancerres-aacrjournals-org.proxy.lib.uwaterloo.ca","","Publisher: American Association for Cancer Research Section: Translational Cancer Mechanisms and Therapy PMID: 33046519","","/Users/jonahlibrach/Zotero/storage/XTS876T8/Liu et al. - 2021 - Combinations with Allosteric SHP2 Inhibitor TNO155.pdf; ; /Users/jonahlibrach/Zotero/storage/KEPNH75V/342.html","http://www.ncbi.nlm.nih.gov/pubmed/33046519","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PFX87U97","journalArticle","2019","Peng, David H.; Kundu, Samrat T.; Fradette, Jared J.; Diao, Lixia; Tong, Pan; Byers, Lauren A.; Wang, Jing; Canales, Jaime Rodriguez; Villalobos, Pamela A.; Mino, Barbara; Yang, Yanan; Minelli, Rosalba; Peoples, Michael D.; Bristow, Christopher A.; Heffernan, Timothy P.; Carugo, Alessandro; Wistuba, Ignacio I.; Gibbons, Don L.","ZEB1 suppression sensitizes KRAS mutant cancers to MEK inhibition by an IL17RD-dependent mechanism","Science Translational Medicine","","1946-6242","10.1126/scitranslmed.aaq1238","","Mitogen-activated protein kinase (MAPK) kinase (MEK) inhibitors have failed to show clinical benefit in Kirsten rat sarcoma (KRAS) mutant lung cancer due to various resistance mechanisms. To identify differential therapeutic sensitivities between epithelial and mesenchymal lung tumors, we performed in vivo small hairpin RNA screens, proteomic profiling, and analysis of patient tumor datasets, which revealed an inverse correlation between mitogen-activated protein kinase (MAPK) signaling dependency and a zinc finger E-box binding homeobox 1 (ZEB1)-regulated epithelial-to-mesenchymal transition. Mechanistic studies determined that MAPK signaling dependency in epithelial lung cancer cells is due to the scaffold protein interleukin-17 receptor D (IL17RD), which is directly repressed by ZEB1. Lung tumors in multiple Kras mutant murine models with increased ZEB1 displayed low IL17RD expression, accompanied by MAPK-independent tumor growth and therapeutic resistance to MEK inhibition. Suppression of ZEB1 function with miR-200 expression or the histone deacetylase inhibitor mocetinostat sensitized resistant cancer cells to MEK inhibition and markedly reduced in vivo tumor growth, showing a promising combinatorial treatment strategy for KRAS mutant cancers. In human lung tumor samples, high ZEB1 and low IL17RD expression correlated with low MAPK signaling, presenting potential markers that predict patient response to MEK inhibitors.","2019-03-13","2021-09-11 22:15:24","2021-09-11 22:15:24","","eaaq1238","","483","11","","Sci Transl Med","","","","","","","","eng","","","","","PubMed","","PMID: 30867319 PMCID: PMC6878763","","/Users/jonahlibrach/Zotero/storage/372MF6DA/Peng et al. - 2019 - ZEB1 suppression sensitizes KRAS mutant cancers to.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/30867319","","Phosphorylation; Animals; Humans; Mice; Benzamides; Cell Line, Tumor; Cell Proliferation; Disease Models, Animal; Drug Resistance, Neoplasm; Epithelial Cells; Lung Neoplasms; MAP Kinase Signaling System; Mesoderm; MicroRNAs; Mitogen-Activated Protein Kinase Kinases; Mutation; Neoplasms; Protein Kinase Inhibitors; Proto-Oncogene Proteins p21(ras); Pyrimidines; Receptors, Interleukin-17; Zinc Finger E-box-Binding Homeobox 1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RDLJV7U8","journalArticle","2017","Na, Young-Soon; Ryu, Min-Hee; Yoo, Changhoon; Lee, Ju-Kyung; Park, Jung; Lee, Chae-won; Lee, Sun; Shin, Young-Kyoung; Ku, Ja-Lok; Ahn, Sung-Min; Kang, Yoon-Koo","Establishment and characterization of patient-derived xenograft models of gastrointestinal stromal tumor resistant to standard tyrosine kinase inhibitors","Oncotarget","","","10.18632/oncotarget.20816","","Gastrointestinal stromal tumors (GISTs) with KIT or platelet-derived growth factor receptor alpha (PDGFRa) oncogenic driver gene mutations, respond to tyrosine kinase inhibitors (TKIs) including imatinib, sunitinib, and regorafenib. However, most patients develop TKI resistance; therefore, novel agents are required. We established three TKI-resistant GIST patient-derived xenograft (PDX) models for effective drug development. These were PDX models harboring primary and secondary KIT and additional mutations; KIT exon 11 (p.Y570_L576del), KIT exon 17 (p.D816E), and PTEN (p.T321fs) mutations in GIST-RX1 from a patient who was unresponsive to imatinib, sunitinib, and sorafenib, and KIT exon 11 (p.K550_splice) and KIT exon 14 (p.T670I) mutations in GIST-RX2 and KIT exon 9 (p.502_503insYA) and KIT exon 17 (p.D820E) mutations in GIST-RX4 from patients with imatinib and imatinib/sunitinib resistance, respectively. The histological features and mutation statuses of GIST PDXs were consistent with those of the original patient tumors, and the models showed TKI sensitivity comparable to clinical responses. Imatinib inhibited the KIT pathway in imatinib-sensitive GIST-T1 but not GIST-RX1, RX2, and RX4. These GIST PDX models will be useful for studying TKI resistance mechanisms and evaluating novel targeted agents in GIST.","2017-09-11","2021-09-11 23:13:19","2021-09-11 23:13:26","","","","","8","","Oncotarget","","","","","","","","","","","","","ResearchGate","","","","/Users/jonahlibrach/Zotero/storage/C2ZP8EQL/Na et al. - 2017 - Establishment and characterization of patient-deri.pdf; ","https://www.researchgate.net/publication/319657318_Establishment_and_characterization_of_patient-derived_xenograft_models_of_gastrointestinal_stromal_tumor_resistant_to_standard_tyrosine_kinase_inhibitors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RN4YV96F","journalArticle","2015","Van Looy, Thomas; Wozniak, Agnieszka; Floris, Giuseppe; Li, Haifu; Wellens, Jasmien; Vanleeuw, Ulla; Sciot, Raf; Debiec-Rychter, Maria; Schöffski, Patrick","Therapeutic Efficacy Assessment of CK6, a Monoclonal KIT Antibody, in a Panel of Gastrointestinal Stromal Tumor Xenograft Models","Translational Oncology","","1936-5233","10.1016/j.tranon.2015.02.004","https://www.sciencedirect.com/science/article/pii/S1936523315000169","We evaluated the efficacy of CK6, a KIT monoclonal antibody, in a panel of human gastrointestinal stromal tumor (GIST) xenograft models. Nude mice were bilaterally transplanted with human GIST xenografts (four patient derived and two cell line derived), treated for 3 weeks, and grouped as follows: control (untreated); CK6 (40 mg/kg, 3× weekly); imatinib (50 mg/kg, twice daily); sunitinib (40 mg/kg, once daily); imatinib + CK6; sunitinib + CK6 (same doses and schedules as in the single-agent treatments). Tumor volume assessment, Western blot analysis, and histopathology were used for evaluation of efficacy. Statistical analysis was performed using Mann-Whitney U (MWU) and Wilcoxon matched-pairs tests. CK6 as a single agent only reduced tumor growth rate in the UZLX-GIST3 model (P = .053, MWU compared to control), while in none of the other GIST models an effect on tumor growth rate was observed. CK6 did not result in significant anti-proliferative or pro-apoptotic effects in any of the GIST models, and moreover, CK6 did not induce a remarkable inhibition of KIT activation. Furthermore, no synergistic effect of combining CK6 with tyrosine kinase inhibitors (TKIs) was observed. Conversely, in certain GIST xenografts, anti-tumor effects seemed to be inferior under combination treatment compared to single-agent TKI treatment. In the GIST xenografts tested, the anti-tumor efficacy of CK6 was limited. No synergy was observed on combination of CK6 with TKIs in these GIST models. Our findings highlight the importance of using relevant in vivo human tumor xenograft models in the preclinical assessment of drug combination strategies.","2015-04-01","2021-09-11 23:16:12","2021-09-11 23:16:12","2021-09-11 23:16:12","112-118","","2","8","","Translational Oncology","","","","","","","","en","","","","","ScienceDirect","","","","/Users/jonahlibrach/Zotero/storage/N4WBQ8EU/Van Looy et al. - 2015 - Therapeutic Efficacy Assessment of CK6, a Monoclon.pdf; /Users/jonahlibrach/Zotero/storage/YTCEV9K7/S1936523315000169.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RTPJ37J7","journalArticle","2019","Mühlenberg, Thomas; Ketzer, Julia; Heinrich, Michael C.; Grunewald, Susanne; Marino-Enriquez, Adrian; Trautmann, Marcel; Hartmann, Wolfgang; Wardelmann, Eva; Treckmann, Jürgen; Worm, Karl; Bertram, Stefanie; Herold, Thomas; Schildhaus, Hans-Ulrich; Glimm, Hanno; Stenzinger, Albrecht; Brors, Benedikt; Horak, Peter; Hohenberger, Peter; Fröhling, Stefan; Fletcher, Jonathan A.; Bauer, Sebastian","KIT-Dependent and KIT-Independent Genomic Heterogeneity of Resistance in Gastrointestinal Stromal Tumors — TORC1/2 Inhibition as Salvage Strategy","Molecular Cancer Therapeutics","","1535-7163, 1538-8514","10.1158/1535-7163.MCT-18-1224","http://mct.aacrjournals.org/content/18/11/1985","Sporadic gastrointestinal stromal tumors (GIST), characterized by activating mutations of KIT or PDGFRA, favorably respond to KIT inhibitory treatment but eventually become resistant. The development of effective salvage treatments is complicated by the heterogeneity of KIT secondary resistance mutations. Recently, additional mutations that independently activate KIT-downstream signaling have been found in pretreated patients—adding further complexity to the scope of resistance. We collected genotyping data for KIT from tumor samples of pretreated GIST, providing a representative overview on the distribution and incidence of secondary KIT mutations (n = 80). Analyzing next-generation sequencing data of 109 GIST, we found that 18% carried mutations in KIT-downstream signaling intermediates (NF1/2, PTEN, RAS, PIK3CA, TSC1/2, AKT, BRAF) potentially mediating resistance to KIT inhibitors. Notably, we found no apparent other driver mutations in refractory cases that were analyzed by whole exome/genome sequencing (13/109). Using CRISPR/Cas9 methods, we generated a panel of GIST cell lines harboring mutations in KIT, PTEN, KRAS, NF1, and TSC2. We utilized this panel to evaluate sapanisertib, a novel mTOR kinase inhibitor, as a salvage strategy. Sapanisertib had potent antiproliferative effects in all cell lines, including those with KIT-downstream mutations. Combinations with KIT or MEK inhibitors completely abrogated GIST-survival signaling and displayed synergistic effects. Our isogenic cell line panel closely approximates the genetic heterogeneity of resistance observed in heavily pretreated patients with GIST. With the clinical development of novel, broad spectrum KIT inhibitors, emergence of non-KIT–related resistance may require combination treatments with inhibitors of KIT-downstream signaling such as mTOR or MEK.","2019-11-01","2021-09-11 23:16:51","2021-09-11 23:16:51","2021-09-11 23:16:52","1985-1996","","11","18","","Mol Cancer Ther","","","","","","","","en","©2019 American Association for Cancer Research.","","","","mct-aacrjournals-org.proxy.lib.uwaterloo.ca","","Publisher: American Association for Cancer Research Section: Small Molecule Therapeutics PMID: 31308077","","/Users/jonahlibrach/Zotero/storage/CSPSM55N/Mühlenberg et al. - 2019 - KIT-Dependent and KIT-Independent Genomic Heteroge.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/31308077","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WYH3F5EQ","journalArticle","2018","Yun, SeongJu; Kim, Won Kyu; Kwon, Yujin; Jang, Mi; Bauer, Sebastian; Kim, Hoguen","Survivin is a novel transcription regulator of KIT and is downregulated by miRNA-494 in gastrointestinal stromal tumors","International Journal of Cancer","","1097-0215","10.1002/ijc.31235","http://onlinelibrary.wiley.com/doi/abs/10.1002/ijc.31235","Gain-of-function mutations of KIT are pathognomonic in sporadic gastrointestinal stromal tumors (GISTs). Several microRNAs have been shown to be dysregulated in GISTs and impact KIT expression. Little is known though on KIT-independent targets of KIT-regulating mRNAs. We sought to investigate how miR-494 inhibits GIST proliferation and to identify novel target gene. We used microarray-based gene expression analyses to identify pathways and target genes affected by miR-494. The expressional relationship between survivin and miR-494 was determined in 35 GIST tissues. Cell proliferation assay, FACS analysis, colony formation assay, promoter assays and chromatin immunoprecipitation (ChiP) were performed to clarify the roles of survivin in GIST progression. Gene expression microarray analysis revealed that miR-494 inhibited GISTs by affecting multiple genes in the cell cycle pathway. Survivin (BIRC5) was a key target of miR-494, and its expression showed an inverse correlation with miR-494 expression in 35 GIST tissues (Pearson's correlation coefficient, r = −0.418, p = 0.012). Downregulation of survivin inhibited proliferation and colony formation, and resulted in cell cycle alteration. Induced survivin overexpression relieved miR-494-mediated inhibition of GIST progression. Targeting PI3K effectively suppressed proliferation of GISTs with downregulation of survivin. Survivin also regulated KIT expression at the transcription level. Immunohistochemical analysis using 113 GISTs revealed that survivin expression was significantly correlated with overall survival of GIST patients (p = 0.004). Our findings indicated that miR-494 synergistically suppressed GISTs by concomitantly targeting survivin and KIT.","2018","2021-09-11 23:17:21","2021-09-11 23:17:21","2021-09-11 23:17:21","2080-2093","","10","142","","","","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/ijc.31235","","/Users/jonahlibrach/Zotero/storage/8ABEBK4F/Yun et al. - 2018 - Survivin is a novel transcription regulator of KIT.pdf; /Users/jonahlibrach/Zotero/storage/U3WCEKVH/ijc.html","","","gastrointestinal stromal tumor; KIT; miR-494; survivin; vertical blockade","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZFTVV5ZY","journalArticle","2011","Kancha, Rama Krishna; Bubnoff, Nikolas von; Bartosch, Natalie; Peschel, Christian; Engh, Richard A.; Duyster, Justus","Differential Sensitivity of ERBB2 Kinase Domain Mutations towards Lapatinib","PLOS ONE","","1932-6203","10.1371/journal.pone.0026760","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0026760","Background Overexpression of the ERBB2 kinase is observed in about one-third of breast cancer patients and the dual ERBB1/ERBB2 kinase inhibitor lapatinib was recently approved for the treatment of advanced ERBB2-positive breast cancer. Mutations in the ERBB2 receptor have recently been reported in breast cancer at diagnosis and also in gastric, colorectal and lung cancer. These mutations may have an impact on the clinical responses achieved with lapatinib in breast cancer and may also have a potential impact on the use of lapatinib in other solid cancers. However, the sensitivity of lapatinib towards clinically observed ERBB2 mutations is not known. Methodology/Principal Findings We cloned a panel of 8 clinically observed ERBB2 mutations, established stable cell lines and characterized their sensitivity towards lapatinib and alternative ERBB2 inhibitors. Both lapatinib-sensitive and lapatinib-resistant ERBB2 mutations were observed. Interestingly, we were able to generate lapatinib resistance mutations in wt-ERBB2 cells incubated with lapatinib for prolonged periods of time. This indicates that these resistance mutations may also cause secondary resistance in lapatinib-treated patients. Lapatinib-resistant ERBB2 mutations were found to be highly resistant towards AEE788 treatment but remained sensitive towards the dual irreversible inhibitors CL-387785 and WZ-4002. Conclusions/Significance Patients harbouring certain ERBB2 kinase domain mutations at diagnosis may not benefit from lapatinib treatment. Moreover, secondary lapatinib resistance may develop due to kinase domain mutations. Irreversible ERBB2 inhibitors may offer alternative treatment options for breast cancer and other solid tumor patients harbouring lapatinib resistance mutations. In addition, these inhibitors may be of interest in the scenario of secondary lapatinib resistance.","2011-10-28","2021-09-11 23:20:03","2021-09-11 23:20:03","2021-09-11 23:20:03","e26760","","10","6","","PLOS ONE","","","","","","","","en","","","","","PLoS Journals","","Publisher: Public Library of Science","","/Users/jonahlibrach/Zotero/storage/JIQCFJFV/Kancha et al. - 2011 - Differential Sensitivity of ERBB2 Kinase Domain Mu.pdf","","","Cancer treatment; Breast cancer; Binding analysis; Cell binding assay; Crystal structure; Gastric cancer; Insertion mutation; Point mutation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WRRTWAGG","journalArticle","2018","Liu, Xue-ling; Xu, Yi-chao; Wang, Yu-xiang; Chen, Yi; Wang, Bo-bo; Wang, Yi; Chen, Yan-hong; Tan, Cun; Hu, Lan-ding; Ma, Qing-yang; Zhang, Yu-chao; Sun, Yi-ming; Gao, Ying-lei; Yang, Chun-hao; Ding, Jian; Meng, Ling-hua","Decrease in phosphorylated ERK indicates the therapeutic efficacy of a clinical PI3Kα-selective inhibitor CYH33 in breast cancer","Cancer Letters","","0304-3835","10.1016/j.canlet.2018.07.011","https://www.sciencedirect.com/science/article/pii/S0304383518304695","PI3Ks are frequently hyper-activated in breast cancer and targeting PI3Kα has exhibited promising but variable response in preclinical and clinical settings. CYH33 is a novel PI3Kα-selective inhibitor in phase I clinical trial. We investigated the efficacy of CYH33 against breast cancer and explored potential predictive biomarkers. CYH33 potently restrained tumor growth in mice bearing human breast cancer cell xenografts and in R26-Pik3caH1047R;MMTV-Cre transgenic mice. CYH33 significantly inhibited proliferation of a panel of human breast cancer cells, while diversity in sensitivity has been observed. Cells harboring activating PIK3CA mutation, amplified HER2 were more responsive to CYH33 than their counterparts. Besides, cells in HER2-enriched or luminal subtype were more sensitive to CYH33 than basal-like breast cancer. Sensitivity to CYH33 has been further revealed to be associated with induction of G1 phase arrest and simultaneous inhibition of Akt and ERK. Sensitivity of patient-derived xenograft to CYH33 was also positively correlated with decrease in phosphorylated ERK. Taken together, CYH33 is a promising PI3Kα inhibitor for breast cancer treatment and decrease in ERK phosphorylation may indicate its efficacy, which provides useful clues for rational design of the ongoing clinical trials.","2018-10-01","2021-09-11 23:20:29","2021-09-11 23:20:29","2021-09-11 23:20:29","273-282","","","433","","Cancer Letters","","","","","","","","en","","","","","ScienceDirect","","","","","","","HER2; Akt; Patient-derived xenograft (PDX)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JRKT7IG3","journalArticle","2014","Will, Marie; Qin, Alice Can Ran; Toy, Weiyi; Yao, Zhan; Rodrik-Outmezguine, Vanessa; Schneider, Claudia; Huang, Xiaodong; Monian, Prashant; Jiang, Xuejun; Stanchina, Elisa de; Baselga, José; Liu, Ningshu; Chandarlapaty, Sarat; Rosen, Neal","Rapid Induction of Apoptosis by PI3K Inhibitors Is Dependent upon Their Transient Inhibition of RAS–ERK Signaling","Cancer Discovery","","2159-8274, 2159-8290","10.1158/2159-8290.CD-13-0611","http://cancerdiscovery.aacrjournals.org/content/4/3/334","The effects of selective phosphoinositide 3-kinase (PI3K) and AKT inhibitors were compared in human tumor cell lines in which the pathway is dysregulated. Both caused inhibition of AKT, relief of feedback inhibition of receptor tyrosine kinases, and growth arrest. However, only the PI3K inhibitors caused rapid induction of cell death. In seeking a mechanism for this phenomenon, we found that PI3K inhibition, but not AKT inhibition, causes rapid inhibition of wild-type RAS and of RAF–MEK–ERK signaling. Inhibition of RAS–ERK signaling is transient, rebounding a few hours after drug addition, and is required for rapid induction of apoptosis. Combined MEK and AKT inhibition also promotes cell death, and in murine models of HER2+ cancer, either pulsatile PI3K inhibition or combined MEK and AKT inhibition causes tumor regression. We conclude that PI3K is upstream of RAS and AKT and that pulsatile inhibition of both pathways is sufficient for effective antitumor activity. Significance: We show that the RAS–ERK pathway is a key downstream effector pathway of oncogenic PI3K. Coordinate downregulation of AKT and ERK is necessary for induction of apoptosis and antitumor activity and can be accomplished with pulsatile dosing, which will likely decrease toxicity and allow administration of therapeutic doses. Cancer Discov; 4(3); 334–47. ©2014 AACR. This article is highlighted in the In This Issue feature, p. 259","2014-03-01","2021-09-11 23:20:51","2021-09-11 23:20:51","2021-09-11 23:20:51","334-347","","3","4","","Cancer Discov","","","","","","","","en","©2014 American Association for Cancer Research.","","","","cancerdiscovery-aacrjournals-org.proxy.lib.uwaterloo.ca","","Publisher: American Association for Cancer Research Section: Research Articles PMID: 24436048","","/Users/jonahlibrach/Zotero/storage/9QXEEI8S/Will et al. - 2014 - Rapid Induction of Apoptosis by PI3K Inhibitors Is.pdf; ; /Users/jonahlibrach/Zotero/storage/CNETHH8W/334.html","http://www.ncbi.nlm.nih.gov/pubmed/24436048","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8IX74246","journalArticle","2017","Xu, Yi-chao; Wang, Xiang; Chen, Yi; Chen, Si-meng; Yang, Xin-ying; Sun, Yi-ming; Geng, Mei-yu; Ding, Jian; Meng, Ling-hua","Integration of Receptor Tyrosine Kinases Determines Sensitivity to PI3Kα-selective Inhibitors in Breast Cancer","Theranostics","","1838-7640","10.7150/thno.17830","http://www.thno.org/v07p0974.htm","PI3Kα-selective inhibitor BYL719 is currently in phase II/III clinical trial for the treatment of breast cancer, but highly variable response has been observed among patients. We sought to discover predictive biomarker for the efficacy of BYL719 by dissecting the proliferative signaling pathway mediated by PI3K in breast cancer. BYL719 concurrently inhibited the phosphorylation of AKT and ERK in PIK3CA-mutated human breast cancer cells. PI3K-regulated ERK phosphorylation was independent of canonical PDK1/AKT/mTOR pathway, while it was associated with RAF/MEK. Hyper-activation of EGFR or RAS abrogated inhibition of ERK phosphorylation by BYL719. Furthermore, hyper-activation of receptor tyrosine kinases (RTKs) including EGFR, c-MET, FGFR and HER3 but not IGF-1R restored ERK phosphorylation and cell viability suppressed by BYL719, suggesting the discriminative functions of RTKs in cell signaling and proliferation. By profiling 22 breast cancer cell lines, we found that BYL719 was more potent in cell lines where phosphorylation of both AKT and ERK was attenuated than those where only AKT phosphorylation was inhibited. The potency of BYL719 was further found to be significantly correlated with the expression profile of RTKs in breast cancer cells. Specifically, overexpression of EGFR, c-MET and/or FGFR1 forecasted resistance, while overexpression of IGF-1R and/or HER2 predicted sensitivity to BYL719 in breast cancer cells. Similar correlation between BYL719 efficacy and expression profile of RTKs was found in patient-derived xenograft models of breast cancer. Thus, inhibition of ERK phosphorylation by PI3Kα inhibitor BYL719 contributes to its antitumor efficacy and is determined by the converged signaling from RTKs. The expression profile of RTKs in breast cancer tissue could be potentially developed as a predictive biomarker for the efficacy of PI3Kα inhibitors.","2017","2021-09-11 23:22:25","2021-09-11 23:22:30","2021-09-11 23:22:25","974-986","","4","7","","Theranostics","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/jonahlibrach/Zotero/storage/HDGXBRNF/Xu et al. - 2017 - Integration of Receptor Tyrosine Kinases Determine.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VEZ7NPXN","journalArticle","2013","Ebi, H.; Costa, C.; Faber, A. C.; Nishtala, M.; Kotani, H.; Juric, D.; Della Pelle, P.; Song, Y.; Yano, S.; Mino-Kenudson, M.; Benes, C. H.; Engelman, J. A.","PI3K regulates MEK/ERK signaling in breast cancer via the Rac-GEF, P-Rex1","Proceedings of the National Academy of Sciences","","0027-8424, 1091-6490","10.1073/pnas.1314124110","http://www.pnas.org/cgi/doi/10.1073/pnas.1314124110","","2013-12-24","2021-09-11 23:22:48","2021-09-11 23:22:48","2021-09-11 23:22:48","21124-21129","","52","110","","Proceedings of the National Academy of Sciences","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/jonahlibrach/Zotero/storage/6KM3XD5W/Ebi et al. - 2013 - PI3K regulates MEKERK signaling in breast cancer .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XCN6SCY4","journalArticle","2018","Wang, Wenyu; Oguz, Gokce; Lee, Puay Leng; Bao, Yi; Wang, Panpan; Terp, Mikkel Green; Ditzel, Henrik J.; Yu, Qiang","KDM4B-regulated unfolded protein response as a therapeutic vulnerability in PTEN-deficient breast cancer","Journal of Experimental Medicine","","0022-1007","10.1084/jem.20180439","https://doi.org/10.1084/jem.20180439","PTEN deficiency in breast cancer leads to resistance to PI3K–AKT inhibitor treatment despite aberrant activation of this signaling pathway. Here, we report that genetic depletion or small molecule inhibition of KDM4B histone demethylase activates the unfolded protein response (UPR) pathway and results in preferential apoptosis in PTEN-deficient triple-negative breast cancers (TNBCs). Intriguingly, this function of KDM4B on UPR requires its demethylase activity but is independent of its canonical role in histone modification, and acts through its cytoplasmic interaction with eIF2α, a crucial component of UPR signaling, resulting in reduced phosphorylation of this component. Targeting KDM4B in combination with PI3K inhibition induces further activation of UPR, leading to robust synergy in apoptosis. These findings identify KDM4B as a therapeutic vulnerability in PTEN-deficient TNBC that otherwise would be resistant to PI3K inhibition.","2018-09-28","2021-09-11 23:23:44","2021-09-11 23:23:44","2021-09-11 23:23:43","2833-2849","","11","215","","Journal of Experimental Medicine","","","","","","","","","","","","","Silverchair","","","","/Users/jonahlibrach/Zotero/storage/CMRMPNHE/Wang et al. - 2018 - KDM4B-regulated unfolded protein response as a the.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
