"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"L76GXW7D","journalArticle","2019","Kazyken, Dubek; Magnuson, Brian; Bodur, Cagri; Acosta-Jaquez, Hugo A.; Zhang, Deqiang; Tong, Xin; Barnes, Tammy M.; Steinl, Gabrielle K.; Patterson, Nicole E.; Altheim, Christopher H.; Sharma, Naveen; Inoki, Ken; Cartee, Gregory D.; Bridges, Dave; Yin, Lei; Riddle, Steven M.; Fingar, Diane C.","AMPK directly activates mTORC2 to promote cell survival during acute energetic stress","Science Signaling","","","10.1126/scisignal.aav3249","http://www.science.org/doi/10.1126/scisignal.aav3249","","2019-06-11","2021-09-14 07:56:09","2021-09-14 07:56:11","2021-09-14 07:56:09","eaav3249","","585","12","","","","","","","","","","","","","","","www-science-org.proxy.lib.uwaterloo.ca (Atypon)","","Publisher: American Association for the Advancement of Science","","/Users/jonahlibrach/Zotero/storage/NCXCEI8I/Kazyken et al. - 2019 - AMPK directly activates mTORC2 to promote cell sur.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VT4ED3BQ","webpage","","","The SCFβ-TRCP E3 ubiquitin ligase complex targets Lipin1 for ubiquitination and degradation to promote hepatic lipogenesis","","","","","https://www-science-org.proxy.lib.uwaterloo.ca/doi/10.1126/scisignal.aah4117","","","2021-09-14 07:57:29","2021-09-14 07:57:29","2021-09-14 07:57:29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THCH8CZP","journalArticle","2017","Shimizu, Kouhei; Fukushima, Hidefumi; Ogura, Kohei; Lien, Evan C.; Nihira, Naoe Taira; Zhang, Jinfang; North, Brian J.; Guo, Ailan; Nagashima, Katsuyuki; Nakagawa, Tadashi; Hoshikawa, Seria; Watahiki, Asami; Okabe, Koji; Yamada, Aya; Toker, Alex; Asara, John M.; Fukumoto, Satoshi; Nakayama, Keiichi I.; Nakayama, Keiko; Inuzuka, Hiroyuki; Wei, Wenyi","The SCFβ-TRCP E3 ubiquitin ligase complex targets Lipin1 for ubiquitination and degradation to promote hepatic lipogenesis","Science signaling","","1945-0877","10.1126/scisignal.aah4117","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5215841/","The SCFβ-TRCP E3 ubiquitin ligase complex plays pivotal roles in normal cellular physiology and in pathophysiological conditions. Identification of β-transducin repeat-containing protein (β-TRCP) substrates is therefore critical to understand SCFβ-TRCP biology and function. Here, we used a β-TRCP-phosphodegron-motif specific antibody in a β-TRCP substrate screen coupled with tandem mass spectrometry and identified multiple β-TRCP substrates. One of these substrates was Lipin1, an enzyme and suppressor of the family of sterol regulatory element-binding protein (SREBP) transcription factors, which activate genes encoding lipogenic factors. We showed that SCFβ-TRCP specifically interacted with and promoted the polyubiquitination of Lipin1 in a manner that required phosphorylation of Lipin1 by mechanistic target of rapamycin 1 (mTORC1) and casein kinase I (CKI). β-TRCP depletion in HepG2 hepatocellular carcinoma cells resulted in increased Lipin1 protein abundance, suppression of SREBP-dependent gene expression, and attenuation of triglyceride synthesis. Moreover, β-TRCP1 knockout mice showed increased Lipin1 protein abundance and were protected from hepatic steatosis induced by a high-fat diet. Together, these data reveal a critical physiological function of β-TRCP in regulating hepatic lipid metabolic homeostasis in part through modulating Lipin1 stability.","2017-01-03","2021-09-14 07:59:21","2021-09-14 07:59:21","2021-09-14 07:59:21","eaah4117","","460","10","","Sci Signal","","","","","","","","","","","","","PubMed Central","","PMID: 28049764 PMCID: PMC5215841","","/Users/jonahlibrach/Zotero/storage/45Y3WRJ9/Shimizu et al. - 2017 - The SCFβ-TRCP E3 ubiquitin ligase complex targets .pdf; ","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5215841/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P9N6ZULM","journalArticle","2021","Roehrig, Anne E.; Klupsch, Kristina; Oses-Prieto, Juan A.; Chaib, Selim; Henderson, Stephen; Emmett, Warren; Young, Lucy C.; Surinova, Silvia; Blees, Andreas; Pfeiffer, Anett; Tijani, Maha; Brunk, Fabian; Hartig, Nicole; Muñoz-Alegre, Marta; Hergovich, Alexander; Jennings, Barbara H.; Burlingame, Alma L.; Rodriguez-Viciana, Pablo","Cell-cell adhesion regulates Merlin/NF2 interaction with the PAF complex","PLOS ONE","","1932-6203","10.1371/journal.pone.0254697","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0254697","The PAF complex (PAFC) coordinates transcription elongation and mRNA processing and its CDC73/parafibromin subunit functions as a tumour suppressor. The NF2/Merlin tumour suppressor functions both at the cell cortex and nucleus and is a key mediator of contact inhibition but the molecular mechanisms remain unclear. In this study we have used affinity proteomics to identify novel Merlin interacting proteins and show that Merlin forms a complex with multiple proteins involved in RNA processing including the PAFC and the CHD1 chromatin remodeller. Tumour-derived inactivating mutations in both Merlin and the CDC73 PAFC subunit mutually disrupt their interaction and growth suppression by Merlin requires CDC73. Merlin interacts with the PAFC in a cell density-dependent manner and we identify a role for FAT cadherins in regulating the Merlin-PAFC interaction. Our results suggest that in addition to its function within the Hippo pathway, Merlin is part of a tumour suppressor network regulated by cell-cell adhesion which coordinates post-initiation steps of the transcription cycle of genes mediating contact inhibition.","2021-08-23","2021-09-16 03:49:49","2021-09-16 03:49:56","2021-09-16 03:49:50","e0254697","","8","16","","PLOS ONE","","","","","","","","en","","","","","PLoS Journals","","Publisher: Public Library of Science","","/Users/jonahlibrach/Zotero/storage/Y5JCSMQG/Roehrig et al. - 2021 - Cell-cell adhesion regulates MerlinNF2 interactio.pdf; /Users/jonahlibrach/Zotero/storage/4UVHSY93/article.html","","","Immunoprecipitation; Transfection; Cancers and neoplasms; Chromatin; Fats; Gene expression; Gene regulation; Transcriptional control","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DLFYFGT8","journalArticle","2021","Mao, Ninghui; Zhang, Zeda; Lee, Young Sun; Choi, Danielle; Rivera, Aura Agudelo; Li, Dan; Lee, Cindy; Haywood, Samuel; Chen, Xiaoping; Chang, Qing; Xu, Guotai; Chen, Hsuan-An; de Stanchina, Elisa; Sawyers, Charles; Rosen, Neal; Hsieh, Andrew C.; Chen, Yu; Carver, Brett S.","Defining the therapeutic selective dependencies for distinct subtypes of PI3K pathway-altered prostate cancers","Nature Communications","","2041-1723","10.1038/s41467-021-25341-9","https://www.nature.com/articles/s41467-021-25341-9","Previous studies have suggested that PTEN loss is associated with p110β signaling dependency, leading to the clinical development of p110β-selective inhibitors. Here we use a panel pre-clinical models to reveal that PI3K isoform dependency is not governed by loss of PTEN and is impacted by feedback inhibition and concurrent PIK3CA/PIK3CB alterations. Furthermore, while pan-PI3K inhibition in PTEN-deficient tumors is efficacious, upregulation of Insulin Like Growth Factor 1 Receptor (IGF1R) promotes resistance. Importantly, we show that this resistance can be overcome through targeting AKT and we find that AKT inhibitors are superior to pan-PI3K inhibition in the context of PTEN loss. However, in the presence of wild-type PTEN and PIK3CA-activating mutations, p110α-dependent signaling is dominant and selectively inhibiting p110α is therapeutically superior to AKT inhibition. These discoveries reveal a more nuanced understanding of PI3K isoform dependency and unveil novel strategies to selectively target PI3K signaling nodes in a context-specific manner.","2021-08-20","2021-09-23 19:22:44","2021-09-23 19:22:47","2021-09-23 19:22:44","5053","","1","12","","Nat Commun","","","","","","","","en","2021 The Author(s)","","","","www.nature.com","","Bandiera_abtest: a Cc_license_type: cc_by Cg_type: Nature Research Journals Number: 1 Primary_atype: Research Publisher: Nature Publishing Group Subject_term: Prostate cancer;Targeted therapies Subject_term_id: prostate-cancer;targeted-therapies","","/Users/jonahlibrach/Zotero/storage/7TD659DF/Mao et al. - 2021 - Defining the therapeutic selective dependencies fo.pdf; /Users/jonahlibrach/Zotero/storage/WNWWHYEZ/s41467-021-25341-9.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DTM7YYMT","journalArticle","2021","Tang, Tracy T.; Konradi, Andrei W.; Feng, Ying; Peng, Xiao; Ma, Mingyue; Li, Jian; Yu, Fa-Xing; Guan, Kun-Liang; Post, Leonard","Small Molecule Inhibitors of TEAD Auto-palmitoylation Selectively Inhibit Proliferation and Tumor Growth of NF2-deficient Mesothelioma","Molecular Cancer Therapeutics","","1535-7163, 1538-8514","10.1158/1535-7163.MCT-20-0717","http://mct.aacrjournals.org/content/20/6/986","Mutations in the neurofibromatosis type 2 (NF2) gene that limit or abrogate expression of functional Merlin are common in malignant mesothelioma. Merlin activates the Hippo pathway to suppress nuclear translocation of YAP and TAZ, the major effectors of the pathway that associate with the TEAD transcription factors in the nucleus and promote expression of genes involved in cell proliferation and survival. In this article, we describe the discovery of compounds that selectively inhibit YAP/TAZ-TEAD promoted gene transcription, block TEAD auto-palmitoylation, and disrupt interaction between YAP/TAZ and TEAD. Optimization led to potent analogs with excellent oral bioavailability and pharmacokinetics that selectively inhibit NF2-deficient mesothelioma cell proliferation in vitro and growth of subcutaneous tumor xenografts in vivo. These highly potent and selective TEAD inhibitors provide a way to target the Hippo-YAP pathway, which thus far has been undruggable and is dysregulated frequently in malignant mesothelioma and in other YAP-driven cancers and diseases.","2021-06-01","2021-09-23 19:30:30","2021-09-23 19:30:45","2021-09-23 19:30:30","986-998","","6","20","","Mol Cancer Ther","","","","","","","","en","©2021 American Association for Cancer Research.","","","","mct-aacrjournals-org.proxy.lib.uwaterloo.ca","","Publisher: American Association for Cancer Research Section: Small Molecule Therapeutics PMID: 33850002","","/Users/jonahlibrach/Zotero/storage/AVKBQPSI/Tang et al. - 2021 - Small Molecule Inhibitors of TEAD Auto-palmitoylat.pdf; ; /Users/jonahlibrach/Zotero/storage/UT3MN9RV/986.html","http://www.ncbi.nlm.nih.gov/pubmed/33850002","_company","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UITR5XEP","journalArticle","2020","Yao, Yao; Hong, Sungki; Ikeda, Takayuki; Mori, Hiroyuki; MacDougald, Ormond A.; Nada, Shigeyuki; Okada, Masato; Inoki, Ken","Amino Acids Enhance Polyubiquitination of Rheb and Its Binding to mTORC1 by Blocking Lysosomal ATXN3 Deubiquitinase Activity","Molecular Cell","","1097-2765","10.1016/j.molcel.2020.10.004","https://www.sciencedirect.com/science/article/pii/S1097276520306870","Amino-acid-induced lysosomal mechanistic target of rapamycin complex 1 (mTORC1) localization through the Rag GTPases is a critical step for its activation by Rheb GTPase. However, how the mTORC1 interacts with Rheb on the lysosome remains elusive. We report that amino acids enhance the polyubiquitination of Rheb (Ub-Rheb), which shows a strong binding preference for mTORC1 and supports its activation, while the Ub-Rheb is subjected to subsequent degradation. Mechanistically, we identified ATXN3 as a Ub-Rheb deubiquitinase whose lysosomal localization is blocked by active Rag heterodimer in response to amino acid stimulation. Consistently, cells lacking functional Rag heterodimer on the lysosome accumulate Ub-Rheb, and blockade of its degradation instigates robust lysosomal mTORC1 localization and its activation without the Ragulator-Rag system. Thus, polyubiquitination of Rheb is an important post-translational modification, which facilitates the binding of mTORC1 to Rheb on the lysosome and is another crosstalk between the amino acid and growth factor signaling for mTORC1 activation.","2020-11-05","2021-09-23 20:30:47","2021-09-23 20:30:47","2021-09-23 20:30:46","437-451.e6","","3","80","","Molecular Cell","","","","","","","","en","","","","","ScienceDirect","","","","/Users/jonahlibrach/Zotero/storage/DURHYY56/S1097276520306870.html","","","amino acids; ATXN3; deubiquitination; lysosome; mTORC1; Rag; Ragulator; Rheb; ubiquitin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T8F9U8MS","journalArticle","2014","Hong, Sungki; Zhao, Bin; Lombard, David B.; Fingar, Diane C.; Inoki, Ken","Cross-talk between Sirtuin and Mammalian Target of Rapamycin Complex 1 (mTORC1) Signaling in the Regulation of S6 Kinase 1 (S6K1) Phosphorylation*","Journal of Biological Chemistry","","0021-9258","10.1074/jbc.M113.520734","https://www.sciencedirect.com/science/article/pii/S0021925820387974","p70 ribosomal S6 kinase (S6K1), a major substrate of the mammalian target of rapamycin (mTOR) kinase, regulates diverse cellular processes including protein synthesis, cell growth, and survival. Although it is well known that the activity of S6K1 is tightly coupled to its phosphorylation status, the regulation of S6K1 activity by other post-translational modifications such as acetylation has not been well understood. Here we show that the acetylation of the C-terminal region (CTR) of S6K1 blocks mTORC1-dependent Thr-389 phosphorylation, an essential phosphorylation site for S6K1 activity. The acetylation of the CTR of S6K1 is inhibited by the class III histone deacetylases, SIRT1 and SIRT2. An S6K1 mutant lacking acetylation sites in its CTR shows enhanced Thr-389 phosphorylation and kinase activity, whereas the acetylation-mimetic S6K1 mutant exhibits decreased Thr-389 phosphorylation and kinase activity. Interestingly, relative to the acetylation-mimetic S6K1 mutant, the acetylation-defective mutant displays higher affinity toward Raptor, an essential scaffolding component of mTORC1 that recruits mTORC1 substrates. These observations indicate that sirtuin-mediated regulation of S6K1 acetylation is an additional important regulatory modification that impinges on the mechanisms underlying mTORC1-dependent S6K1 activation.","2014-05-09","2021-09-23 20:31:03","2021-09-23 20:31:03","2021-09-23 20:31:03","13132-13141","","19","289","","Journal of Biological Chemistry","","","","","","","","en","","","","","ScienceDirect","","","","/Users/jonahlibrach/Zotero/storage/2KIWNRAA/Hong et al. - 2014 - Cross-talk between Sirtuin and Mammalian Target of.pdf; /Users/jonahlibrach/Zotero/storage/PIJE472M/S0021925820387974.html","","","Acetylation; mTOR; mTOR Complex (mTORC); Phosphorylation; Rapamycin; S6 Kinase; Sirt1; Sirtuins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"874DHTGG","journalArticle","2017","Wu, Yong; Yu, Xiaoting; Yi, Xianghua; Wu, Ke; Dwabe, Sami; Atefi, Mohammad; Elshimali, Yahya; Kemp, Kevin T.; Bhat, Kruttika; Haro, Jesse; Sarkissyan, Marianna; Vadgama, Jaydutt V.","Aberrant Phosphorylation of SMAD4 Thr277-Mediated USP9x–SMAD4 Interaction by Free Fatty Acids Promotes Breast Cancer Metastasis","Cancer Research","","0008-5472, 1538-7445","10.1158/0008-5472.CAN-16-2012","http://cancerres.aacrjournals.org/content/77/6/1383","Obesity increases the risk of distant metastatic recurrence and reduces breast cancer survival. However, the mechanisms behind this pathology and identification of relevant therapeutic targets are poorly defined. Plasma free fatty acids (FFA) levels are elevated in obese individuals. Here we report that TGFβ transiently activates ERK and subsequently phosphorylates SMAD4 at Thr277, which facilitates a SMAD4–USP9x interaction, SMAD4 nuclear retention, and stimulates TGFβ/SMAD3–mediated transcription of Twist and Snail. USP9x inhibited the E3 ubiquitin-protein ligase TIF1γ from binding and monoubiquitinating SMAD4, hence maintaining the SMAD4 nuclear retention. FFA further facilitated TGFβ-induced ERK activation, SMAD4 phosphorylation, and nuclear retention, promoting TGFβ-dependent cancer progression. Inhibition of ERK and USP9x suppressed obesity-induced metastasis. In addition, clinical data indicated that phospho-ERK and -SMAD4 levels correlate with activated TGFβ signaling and metastasis in overweight/obese patient breast cancer specimens. Altogether, we demonstrate the vital interaction of USP9x and SMAD4 for governing TGFβ signaling and dyslipidemia-induced aberrant TGFβ activation during breast cancer metastasis. Cancer Res; 77(6); 1383–94. ©2017 AACR.","2017-03-15","2021-09-23 20:46:55","2021-09-23 20:46:55","2021-09-23 20:46:55","1383-1394","","6","77","","Cancer Res","","","","","","","","en","©2017 American Association for Cancer Research.","","","","cancerres-aacrjournals-org.proxy.lib.uwaterloo.ca","","Publisher: American Association for Cancer Research Section: Molecular and Cellular Pathobiology PMID: 28115363","","/Users/jonahlibrach/Zotero/storage/5Q7L8LYF/Wu et al. - 2017 - Aberrant Phosphorylation of SMAD4 Thr277-Mediated .pdf; ; /Users/jonahlibrach/Zotero/storage/GTNZCKPN/1383.html","http://www.ncbi.nlm.nih.gov/pubmed/28115363","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ICJCJFQ7","journalArticle","2019","Hwang, Yoonha; Kim, Laura C.; Song, Wenqiang; Edwards, Deanna N.; Cook, Rebecca S.; Chen, Jin","Disruption of the Scaffolding Function of mLST8 Selectively Inhibits mTORC2 Assembly and Function and Suppresses mTORC2-Dependent Tumor Growth In Vivo","Cancer Research","","0008-5472, 1538-7445","10.1158/0008-5472.CAN-18-3658","http://cancerres.aacrjournals.org/content/79/13/3178","mTOR is a serine/threonine kinase that acts in two distinct complexes, mTORC1 and mTORC2, and is dysregulated in many diseases including cancer. mLST8 is a shared component of both mTORC1 and mTORC2, yet little is known regarding how mLST8 contributes to assembly and activity of the mTOR complexes. Here we assessed mLST8 loss in a panel of normal and cancer cells and observed little to no impact on assembly or activity of mTORC1. However, mLST8 loss blocked mTOR association with mTORC2 cofactors RICTOR and SIN1, thus abrogating mTORC2 activity. Similarly, a single pair of mutations on mLST8 with a corresponding mutation on mTOR interfered with mTORC2 assembly and activity without affecting mTORC1. We also discovered a direct interaction between mLST8 and the NH2-terminal domain of the mTORC2 cofactor SIN1. In PTEN-null prostate cancer xenografts, mLST8 mutations disrupting the mTOR interaction motif inhibited AKT S473 phosphorylation and decreased tumor cell proliferation and tumor growth in vivo. Together, these data suggest that the scaffolding function of mLST8 is critical for assembly and activity of mTORC2, but not mTORC1, an observation that could enable therapeutic mTORC2-selective inhibition as a therapeutic strategy. Significance: These findings show that mLST8 functions as a scaffold to maintain mTORC2 integrity and kinase activity, unveiling a new avenue for development of mTORC2-specific inhibitors.","2019-07-01","2021-09-23 20:47:43","2021-09-23 20:47:43","2021-09-23 20:47:43","3178-3184","","13","79","","Cancer Res","","","","","","","","en","©2019 American Association for Cancer Research.","","","","cancerres-aacrjournals-org.proxy.lib.uwaterloo.ca","","Publisher: American Association for Cancer Research Section: Priority Reports PMID: 31085701","","/Users/jonahlibrach/Zotero/storage/XHEPNLS8/Hwang et al. - 2019 - Disruption of the Scaffolding Function of mLST8 Se.pdf; ; /Users/jonahlibrach/Zotero/storage/S8SP92MW/3178.html","http://www.ncbi.nlm.nih.gov/pubmed/31085701","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ULDFV7SM","journalArticle","2014","Van Schaeybroeck, Sandra; Kalimutho, Murugan; Dunne, Philip D.; Carson, Robbie; Allen, Wendy; Jithesh, Puthen V.; Redmond, Keara L.; Sasazuki, Takehiko; Shirasawa, Senji; Blayney, Jaine; Michieli, Paolo; Fenning, Cathy; Lenz, Heinz-Josef; Lawler, Mark; Longley, Daniel B.; Johnston, Patrick G.","ADAM17-Dependent c-MET-STAT3 Signaling Mediates Resistance to MEK Inhibitors in KRAS Mutant Colorectal Cancer","Cell Reports","","22111247","10.1016/j.celrep.2014.05.032","https://linkinghub.elsevier.com/retrieve/pii/S2211124714004264","There are currently no approved targeted therapies for advanced KRAS mutant (KRASMT) colorectal cancer (CRC). Using a unique systems biology approach, we identiﬁed JAK1/2-dependent activation of STAT3 as the key mediator of resistance to MEK inhibitors in KRASMT CRC in vitro and in vivo. Further analyses identiﬁed acute increases in c-MET activity following treatment with MEK inhibitors in KRASMT CRC models, which was demonstrated to promote JAK1/ 2-STAT3-mediated resistance. Furthermore, activation of c-MET following MEK inhibition was found to be due to inhibition of the ERK-dependent metalloprotease ADAM17, which normally inhibits c-MET signaling by promoting shedding of its endogenous antagonist, soluble ‘‘decoy’’ MET. Most importantly, pharmacological blockade of this resistance pathway with either c-MET or JAK1/2 inhibitors synergistically increased MEK-inhibitor-induced apoptosis and growth inhibition in vitro and in vivo in KRASMT models, providing clear rationales for the clinical assessment of these combinations in KRASMT CRC patients.","2014-06","2021-09-23 20:50:48","2021-09-23 20:50:49","2021-09-23 20:50:48","1940-1955","","6","7","","Cell Reports","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/jonahlibrach/Zotero/storage/WYE35BPG/Van Schaeybroeck et al. - 2014 - ADAM17-Dependent c-MET-STAT3 Signaling Mediates Re.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BSFVCKX4","journalArticle","2017","Bosbach, Benedikt; Rossi, Ferdinand; Yozgat, Yasemin; Loo, Jennifer; Zhang, Jennifer Q.; Berrozpe, Georgina; Warpinski, Katherine; Ehlers, Imke; Veach, Darren; Kwok, Andrew; Manova, Katia; Antonescu, Cristina R.; DeMatteo, Ronald P.; Besmer, Peter","Direct engagement of the PI3K pathway by mutant KIT dominates oncogenic signaling in gastrointestinal stromal tumor","Proceedings of the National Academy of Sciences","","0027-8424, 1091-6490","10.1073/pnas.1711449114","http://www.pnas.org/content/114/40/E8448","Gastrointestinal stromal tumors (GISTs) predominantly harbor activating mutations in the receptor tyrosine kinase KIT. To genetically dissect in vivo the requirement of different signal transduction pathways emanating from KIT for tumorigenesis, the oncogenic KitV558Δ mutation was combined with point mutations abrogating specific phosphorylation sites on KIT. Compared with single-mutant KitV558Δ/+ mice, double-mutant KitV558Δ;Y567F/Y567F knock-in mice lacking the SRC family kinase-binding site on KIT (pY567) exhibited attenuated MAPK signaling and tumor growth. Surprisingly, abrogation of the PI3K-binding site (pY719) in KitV558Δ;Y719F/Y719F mice prevented GIST development, although the interstitial cells of Cajal (ICC), the cells of origin of GIST, were normal. Pharmacologic inhibition of the PI3K pathway in tumor-bearing KitV558Δ/+ mice with the dual PI3K/mTOR inhibitor voxtalisib, the pan-PI3K inhibitor pilaralisib, and the PI3K-alpha–restricted inhibitor alpelisib each diminished tumor proliferation. The addition of the MEK inhibitor PD-325901 or binimetinib further decreased downstream KIT signaling. Moreover, combining PI3K and MEK inhibition was effective against imatinib-resistant KitV558Δ;T669I/+ tumors.","2017-10-03","2021-09-23 21:00:25","2021-09-23 21:00:25","2021-09-23 21:00:26","E8448-E8457","","40","114","","PNAS","","","","","","","","en","©  . http://www.pnas.org.proxy.lib.uwaterloo.ca/site/misc/userlicense.xhtml","","","","www-pnas-org.proxy.lib.uwaterloo.ca","","Publisher: National Academy of Sciences Section: PNAS Plus PMID: 28923937","","/Users/jonahlibrach/Zotero/storage/ME3KRA5T/Bosbach et al. - 2017 - Direct engagement of the PI3K pathway by mutant KI.pdf; ; /Users/jonahlibrach/Zotero/storage/YGRW6RLE/tab-figures-data.html","http://www.ncbi.nlm.nih.gov/pubmed/28923937","","GIST; Kit; mouse; PI3K","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2E4VFM2J","journalArticle","2017","Woo, S.-U.; Sangai, T.; Akcakanat, A.; Chen, H.; Wei, C.; Meric-Bernstam, F.","Vertical inhibition of the PI3K/Akt/mTOR pathway is synergistic in breast cancer","Oncogenesis","","2157-9024","10.1038/oncsis.2017.86","http://www.nature.com/articles/oncsis201786","Deregulation and activation of the phosphoinositide 3-kinase (PI3K)/Akt/mammalian (or mechanistic) target of rapamycin (mTOR) pathway have a major role in proliferation and cell survival in breast cancer. However, as single agents, mTOR inhibitors have had modest antitumor efficacy. In this study, we evaluated the effects of vertical inhibition of mTOR and Akt in breast cancer cell lines and xenografts. We assessed the effects of mTOR inhibitor rapamycin and Akt inhibitor MK-2206, given as single drugs or in combination, on cell signaling, cell proliferation and apoptosis in a panel of cancer cell lines in vitro. The antitumor efficacy was tested in vivo. We demonstrated that MK-2206 inhibited Akt phosphorylation, cell proliferation and apoptosis in a dose-dependent manner in breast cancer cell lines. Rapamycin inhibited S6 phosphorylation and cell proliferation, and resulted in lower levels of apoptosis induction. Furthermore, the combination treatment inhibited phosphorylation of Akt and S6, synergistically inhibited proliferation and induced apoptosis with a higher efficacy. In vivo combination inhibited tumor growth more than either agent alone. Our data suggest that a combination of Akt and mTOR inhibitors have greater antitumor activity in breast cancer cells, which may be a viable approach to treat patients.","2017-10","2021-09-23 21:01:10","2021-09-23 21:01:10","2021-09-23 21:01:10","e385-e385","","10","6","","","","","","","","","","en","2017 The Author(s)","","","","www-nature-com.proxy.lib.uwaterloo.ca","","Bandiera_abtest: a Cc_license_type: cc_by Cg_type: Nature Research Journals Number: 10 Primary_atype: Research Publisher: Nature Publishing Group Subject_term: Breast cancer;Targeted therapies Subject_term_id: breast-cancer;targeted-therapies","","/Users/jonahlibrach/Zotero/storage/TQY8RGWQ/Woo et al. - 2017 - Vertical inhibition of the PI3KAktmTOR pathway i.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ND7XVXRT","journalArticle","2019","Yuan, Yuan; Wen, Wei; Yost, Susan E.; Xing, Quanhua; Yan, Jin; Han, Ernest S.; Mortimer, Joanne; Yim, John H.","Combination therapy with BYL719 and LEE011 is synergistic and causes a greater suppression of p-S6 in triple negative breast cancer","Scientific Reports","","2045-2322","10.1038/s41598-019-43429-7","http://www.nature.com/articles/s41598-019-43429-7","A third of patients with triple negative breast cancer (TNBC) have relapsed disease within 2–5 years from initial diagnosis, leaving an unmet need for therapeutic targets. TNBC frequently harbors alterations of the PI3K/AKT/mTOR pathway, but single agent PI3K/AKT/mTOR inhibitors have not shown marked efficacy. In this study, we investigated a strategy to improve efficacy of PI3K-α inhibitor BYL719 (alpelisib) in TNBC. While BYL719 is effective at inhibiting cell proliferation in T47D, a triple positive cell line, it had limited activity in TNBC. This may be partially due to persistent phosphorylation of RB, and incomplete inhibition of p-S6 in TNBC, since the inhibitory effect of BYL719 on p-RB and p-S6 was significantly reduced in TNBC compared to T47D cells. Addition of the CDK4/6 inhibitor LEE011 to BYL719 caused a simultaneous reduction of p-RB and p-S6, and a more complete inhibition of p-S6, leading to decreased expression of the pro-survival protein MCL-1, an induction of apoptosis, and an enhanced reduction of tumor growth in a PDX model of TNBC. These findings suggest that inhibition of p-RB and p-S6 is important for an effective response to the treatment of TNBC, and provides a strong rationale for clinical development of combination therapy with BYL719 and LEE011 for treatment of metastatic TNBC with intact RB.","2019-05-17","2021-09-23 21:01:23","2021-09-23 21:01:23","2021-09-23 21:01:23","7509","","1","9","","Sci Rep","","","","","","","","en","2019 The Author(s)","","","","www-nature-com.proxy.lib.uwaterloo.ca","","Bandiera_abtest: a Cc_license_type: cc_by Cg_type: Nature Research Journals Number: 1 Primary_atype: Research Publisher: Nature Publishing Group Subject_term: Growth factor signalling;Targeted therapies Subject_term_id: growth-signalling;targeted-therapies","","/Users/jonahlibrach/Zotero/storage/NBZBA6PF/Yuan et al. - 2019 - Combination therapy with BYL719 and LEE011 is syne.pdf; /Users/jonahlibrach/Zotero/storage/PXRSIENE/s41598-019-43429-7.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
